custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,market
27.0,student,single,,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.968,5195.8,999.0,0,1,139.58914204813064,1.0
,entrepreneur,divorced,,no,yes,no,cellular,jul,,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,185.09608851911867,0.0
47.0,blue-collar,divorced,,no,no,no,cellular,may,thu,8,6,2,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,0.2,2,0,57.150451126542876,0.0
33.0,admin.,married,university.degree,no,yes,no,cellular,mar,thu,1,3,1,success,-1.8,93.369,-34.8,0.65,5008.7,0.1,0,1,167.62396230763648,1.0
45.0,management,married,university.degree,unknown,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,28.71397594944125,1.0
,blue-collar,single,unknown,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,29.321466257059896,0.0
51.0,admin.,married,high.school,no,no,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,1,189.48242758504318,1.0
,admin.,married,high.school,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,174.20670129212132,0.0
45.0,admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,-14.64995840795147,0.0
33.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,34.870343969528165,0.0
28.0,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,999.0,0,1,25.935915851694112,1.0
31.0,management,married,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,198.0349939901163,0.0
36.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,170.1738791973107,0.0
31.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,162.803634595366,0.0
25.0,technician,divorced,,no,yes,no,cellular,jul,,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,158.85175516385945,0.0
45.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,-148.89843682393266,0.0
,housemaid,married,basic.4y,no,no,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,185.22957866197282,0.0
49.0,services,married,high.school,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,-1.6077710227546262,0.0
55.0,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,201.58881239297628,0.0
25.0,unemployed,single,high.school,unknown,no,no,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,-46.477322169811124,0.0
41.0,entrepreneur,single,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,177.31767609965198,0.0
33.0,admin.,married,university.degree,no,no,no,cellular,nov,,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,5,0,176.90076704784207,0.0
37.0,admin.,single,university.degree,no,no,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,428.70843680694315,0.0
,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,-151.32298932934359,0.0
46.0,admin.,married,professional.course,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,183.58232732885148,0.0
,technician,married,,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,178.67024390112158,0.0
,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,6,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,999.0,0,0,41.64712336480673,0.0
32.0,technician,married,,no,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,417.40555203081055,0.0
48.0,services,married,,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,-4.438326426710436,0.0
38.0,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,242.30616899773054,0.0
52.0,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,264.60174295462355,0.0
46.0,entrepreneur,married,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,5076.2,999.0,0,1,184.3261001676939,1.0
54.0,entrepreneur,married,professional.course,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,199.52586731174094,0.0
34.0,technician,married,professional.course,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,171.069848642089,0.0
54.0,admin.,married,,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0,187.24036421786883,0.0
57.0,management,married,university.degree,unknown,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,293.83586562738407,0.0
24.0,student,single,high.school,no,yes,no,cellular,may,tue,2,999,2,failure,-1.8,93.876,-40.0,0.682,5008.7,999.0,0,0,140.4434584330142,0.0
46.0,admin.,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,176.0748130038832,0.0
30.0,entrepreneur,single,university.degree,no,yes,yes,cellular,jul,,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,420.10544615332117,0.0
40.0,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,108.79890556246436,0.0
,blue-collar,single,,no,no,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,32.152383829730326,0.0
59.0,admin.,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,1,4,1,success,-2.9,92.20100000000001,-31.4,0.883,5076.2,0.133333333,3,1,205.10500706367918,1.0
49.0,services,divorced,high.school,no,no,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,184.0927858481037,0.0
31.0,blue-collar,single,professional.course,no,no,yes,telephone,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,283.67486667438874,0.0
36.0,services,divorced,university.degree,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,164.18058239107944,0.0
32.0,technician,single,,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,166.35850313352574,0.0
30.0,blue-collar,married,,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,26.711476001220014,0.0
45.0,admin.,divorced,,no,no,no,telephone,may,,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,177.5918046720645,0.0
33.0,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,-167.6028782407209,0.0
55.0,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0,5.738639619264337,0.0
38.0,admin.,married,university.degree,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,171.3816496605327,0.0
29.0,services,married,high.school,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,165.394282093074,0.0
52.0,management,married,university.degree,no,unknown,unknown,cellular,aug,thu,2,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,999.0,0,1,221.86046346154566,1.0
29.0,services,married,,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,150.60535908579462,0.0
50.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,50.61523545294925,0.0
30.0,admin.,married,high.school,unknown,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,-36.830890329489705,0.0
,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,175.36913064458324,0.0
49.0,technician,married,professional.course,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,181.49505980406605,0.0
,blue-collar,single,high.school,no,yes,yes,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,999.0,5,1,296.76676986488604,1.0
31.0,admin.,single,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,1,161.86267247275447,1.0
30.0,technician,married,professional.course,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,999.0,0,1,156.72894842795276,1.0
33.0,admin.,single,university.degree,no,yes,no,telephone,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0,161.38676904237312,0.0
53.0,technician,married,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,201.96430818463284,0.0
34.0,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,281.1127500034685,0.0
59.0,self-employed,married,university.degree,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,1,202.14392262657068,1.0
38.0,technician,married,professional.course,no,no,no,telephone,jun,fri,24,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,162.8681678385373,0.0
30.0,admin.,divorced,,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,164.33014049798982,0.0
30.0,self-employed,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,152.0819330122882,0.0
32.0,admin.,married,high.school,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,157.6556265860173,0.0
33.0,admin.,single,,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,1,0,167.6590687751631,0.0
,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,27,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,176.9308427175223,0.0
45.0,admin.,married,,no,no,no,cellular,sep,mon,1,3,2,success,-3.4,92.37899999999999,-29.8,0.797,5017.5,0.1,4,1,189.75549427481934,1.0
45.0,blue-collar,married,basic.6y,no,no,yes,cellular,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,310.97904392671336,0.0
34.0,technician,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,168.0103789982031,0.0
80.0,retired,divorced,high.school,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,999.0,0,1,229.95845821267685,1.0
,management,married,university.degree,no,yes,no,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,218.9875733403926,0.0
48.0,services,divorced,high.school,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,451.2346657635426,1.0
30.0,blue-collar,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,5099.1,999.0,0,1,30.84455877790174,1.0
,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,174.89486688014725,0.0
37.0,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,-162.77270606789526,0.0
35.0,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,-159.05583862343335,0.0
34.0,admin.,married,high.school,no,yes,no,cellular,jul,,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,169.1000555290768,0.0
37.0,technician,single,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,162.01119432818143,0.0
28.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,15.648785978246387,0.0
59.0,retired,married,,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,0,195.9392817430598,0.0
,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,8,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,-152.55098429651707,0.0
29.0,blue-collar,single,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,29.702582777052598,0.0
55.0,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0,127.63285665214502,0.0
50.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,180.83735848006384,0.0
40.0,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,178.6052829521356,0.0
44.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,-152.5021762757836,0.0
37.0,technician,single,,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0,171.9219757450803,0.0
56.0,services,married,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,451.23878482668425,0.0
33.0,management,married,,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,188.1815246370699,0.0
36.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,161.83535005775587,0.0
57.0,retired,married,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,183.27489979540957,0.0
,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,999.0,0,1,480.02680642359616,1.0
,admin.,married,university.degree,no,yes,no,cellular,may,mon,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,2,0,180.25844805307662,0.0
44.0,blue-collar,married,,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,1,307.6807710736063,1.0
30.0,admin.,single,,no,yes,yes,cellular,may,thu,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,1,421.6916097243943,1.0
32.0,unemployed,married,basic.9y,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,153.95999890672974,0.0
43.0,technician,married,high.school,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.809,5017.5,999.0,0,1,183.5761753952851,1.0
32.0,admin.,married,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0,155.33864688263102,0.0
50.0,admin.,married,,no,no,no,cellular,may,wed,2,3,5,success,-1.8,93.876,-40.0,0.682,5008.7,0.1,15,1,207.66583628822394,1.0
36.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,169.18830826116746,0.0
49.0,admin.,single,university.degree,unknown,yes,no,telephone,jun,,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,-10.359757938264526,0.0
55.0,blue-collar,divorced,basic.6y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,72.80961391106717,0.0
,technician,married,basic.9y,unknown,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,236.1060854040698,0.0
55.0,management,divorced,,unknown,yes,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,304.5620411622195,0.0
45.0,blue-collar,divorced,,no,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,43.14412787423658,0.0
,housemaid,married,,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,182.2057953268138,0.0
55.0,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,1,323.0916932039453,1.0
,technician,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,168.16396836312103,0.0
39.0,admin.,single,university.degree,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,-14.202251344084068,0.0
31.0,blue-collar,married,,no,yes,no,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.474,5195.8,999.0,0,0,27.935270966096695,0.0
34.0,services,married,professional.course,no,yes,yes,cellular,may,mon,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,999.0,0,0,428.28844948147633,0.0
31.0,admin.,single,university.degree,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,164.55067111964956,0.0
,housemaid,married,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,176.6282761717932,0.0
35.0,technician,single,,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,162.45588719770862,0.0
38.0,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,1,35.74125645419359,1.0
57.0,self-employed,married,,unknown,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,261.7573774518022,0.0
,management,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,999.0,0,0,201.86443728744933,0.0
,admin.,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,176.90800911290796,1.0
,admin.,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,1,176.20011222243704,1.0
33.0,blue-collar,married,unknown,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,24.30333867715801,0.0
41.0,blue-collar,married,high.school,unknown,no,yes,telephone,jun,,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,104.23565800453835,0.0
30.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,29,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,18.13733674726185,0.0
44.0,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0,-16.930774560652715,0.0
,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,8,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,26.617862388242024,0.0
37.0,blue-collar,married,,no,yes,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,28.941808627101416,0.0
29.0,student,single,,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,-2.9,92.469,-33.6,1.018,5076.2,999.0,0,1,153.66708093782466,1.0
30.0,management,married,,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,195.0709205595136,0.0
32.0,self-employed,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,1,165.38595484455425,1.0
42.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,-156.29432674510946,0.0
,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,186.44953166656356,0.0
49.0,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,449.8466236375995,1.0
50.0,admin.,married,basic.9y,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,186.82056446040195,0.0
32.0,technician,married,,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,166.242993294315,1.0
52.0,services,divorced,basic.4y,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,1,187.62043043399026,1.0
51.0,services,married,,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,3,0,198.7940553108984,0.0
,admin.,single,university.degree,no,unknown,unknown,cellular,aug,mon,1,999,2,failure,-2.9,92.20100000000001,-31.4,0.861,5076.2,999.0,8,0,175.53965803585479,0.0
59.0,admin.,married,,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,196.32422184511748,0.0
39.0,blue-collar,divorced,basic.9y,unknown,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,0,1,-149.11648062732343,0.0
28.0,admin.,single,,no,no,no,cellular,oct,,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,999.0,0,1,152.6686840010182,1.0
,admin.,married,,no,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,182.61079778869066,0.0
44.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-152.7278817811525,0.0
30.0,services,married,,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,161.3518078186785,0.0
37.0,technician,single,professional.course,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,-20.91525505117639,0.0
46.0,housemaid,married,basic.4y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,171.25418207871178,0.0
30.0,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.88,4963.6,999.0,1,1,195.38128869881697,1.0
29.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,3,0,29.545720896434673,0.0
33.0,self-employed,married,basic.9y,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,-23.155917007891087,0.0
,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,33.77443757617237,0.0
,self-employed,single,,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,170.40438243891842,0.0
27.0,technician,single,university.degree,no,yes,no,cellular,dec,tue,1,999,1,failure,-3.0,92.713,-33.0,0.7070000000000001,5023.5,999.0,3,0,158.20730333264444,0.0
,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,46.6274839143186,0.0
40.0,admin.,married,,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,174.89486688014725,0.0
,management,married,university.degree,no,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,472.51376061928306,0.0
58.0,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,5.33163292097462,0.0
